tweet_id,text_clean,label_job,label_trade,label_tech,label_hr,label_milSec
2633483,The Russian invasion of Ukraine has made it clear we should not tolerate authoritarian regimes. Now is the time for liberal democracies to stand united against China’s growing threat to democracy and freedom. HTTPURL,,,,1,
1238769,Simply acknowledging #HumanRightsDay today isn’t enough. China is undermining freedoms for #HongKongers + others. Saudi Arabia killed a US journalist w/impunity. Our Border Patrol has let children die in custody. Rights are under threat around the globe. We cannot be silent. HTTPURL,,,,1,
2484184,"China's Great Firewall of censorship and digital authoritarianism is spreading among its neighbors. The U.S. must lead the way on digital trade and a free and open internet, or else China will continue to export policies that endanger human rights and democratic values. HTTPURL",,,,1,
1083154,Freedom of expression and freedom from tyranny in Hong Kong must be preserved. The people of Hong Kong deserve these unalienable rights. I call on @USER to make it absolutely clear that the United States will not tolerate violations of human rights. HTTPURL,,,,1,
1062030,"We have deep respect for the brave efforts of Hong Kong people from every walk of life who have demonstrated their clear desire for freedom, democracy, and the rule of law. The House Foreign Affairs Committee has called upon Beijing to cease encroaching on Hong Kong’s autonomy. HTTPURL",,,,1,
1600525,"Those complicit in snuffing out freedom, democracy, and human rights in Hong Kong must be held accountable. @USER should immediately call a vote on the Hong Kong Accountability Act, which unanimously passed the Senate last week. HTTPURL",,,,1,
2428184,"As a nation that values freedom, the US must remain a leader in defending human rights. Congress must pass the Uyghur Human Rights Protection Act now to expedite the visa process for Uyghur refugees. We must be true to our values as Americans. HTTPURL I commend @USER' announcement of a diplomatic boycott of the 2022 Beijing Olympics. HTTPURL",,,,1,
3063138,"RT @USER Have yet to hear/read a compelling case for why ""China potentially reversed a 2016 Saudi decision to diplomatically freeze out Iran over protests"" somehow signals a post-U.S. Middle East. Also: Possible China involving itself deeper in MidEast is bad for it and good for U.S.?",,,,,
1994484,"China continues to undermine Hong Kong’s autonomy. I joined a @USER resolution condemning the violation of the rights of the #HongKong people and calling on @USER to work with our allies to protect human rights and ensure accountability.
HTTPURL",,,,1,
1557197,"31 years ago, students, workers, citizens stood up for freedom in Tiananmen Square against the repressive Chinese Communist Party As peaceful protestors across America stand up to end injustice, these students' example should remind us of how America can stand up for our ideals",,,,1,
1083343,Time for democratic nations to call out #China's unacceptable violation of human rights in #HongKong that the 1997 “one country two systems” treaty was created to protect. HTTPURL,,,,1,
1207720,"Now that Congress has passed the Hong Kong Human Rights and Democracy Act, Pres Trump should sign it into law. The American people stand w/ the people of Hong Kong, who should be free to peacefully express their democratic rights without being violently repressed.",,,,1,
2444551,"RT @USER Chairs welcome this action to sanction firms that aid in the repressive surveillance of Uyghurs, Tibetans and others. With passage of the Uyghur Forced Labor Prevention Act, the US government is expanding the use of tools to go after those who commit and abet crimes against humanity. HTTPURL",,,,1,
1542727,Three years of President Trump’s failed foreign policy has left the Chinese Communist Party unchecked. President Trump’s weakness enables China to snuff out the people of Hong Kong’s freedoms and for the Chinese Communist Party to spread its influence. HTTPURL,,,,1,
1469210,[3/3] We cannot be silent. I continue to #StandwithHongKong and call on local authorities and #China to release pro-democracy leaders and drop their efforts to curtail civil and religious freedoms.,,,,1,
3072916,Birds of a feather flock together — Xi and Putin meeting is a clear signal that autocrats worldwide are rooting for freedom and democracy to lose in Ukraine. That’s why you can’t say you’re tough on China if you’re weak on Russia and willing to abandon the people of Ukraine. HTTPURL,,,,1,
2993001,"RT @USER In the last two years: :dollar_banknote: Stimulus checks
:money_with_wings: Child tax credits
:chart_decreasing: Record low unemployment
:chart_increasing: 11M new jobs
:pill: Lower Rx prices
:syringe: Insulin capped for millions
:megaphone: Cheaper hearing aids
:factory: Jobs back from China
:Ukraine: Defending democracy
:United_States: Strong leadership Say it with me: #DemocratsDeliver HTTPURL",1,,,,
2496129,"A threat to democracy anywhere in the world, is a threat to democracy here at home. It's not just Russia — it's China and others who are hell-bent on stifling the will of the people. We must stand firm. HTTPURL",,,,1,
1060719,I continue to stand with the #HongKongProtestors who are fighting against authoritarian rule by Beijing. Carrie Lam must withdraw the extradition bill and put an end to the police violence. Trump continues to relinquish America’s moral standing by ignoring Xi’s human rights abuses.,,,,1,
367575,"Faced again with an opportunity to target Russia with significant sanctions, Trump again ""choked."" China is hit with $50 billion in penalties for theft of intellectual property, but no sanctions for Russia’s attempted theft of our democracy. HTTPURL",,,1,,
956846,"Today, I attended @USER and @USER hearing on #TiananmenSquare’s 30th anniversary. We heard from Chinese activists and experts on how China’s repression has evolved and how Congress can support the people of China HTTPURL",,,,1,
2247081,"When China sells products made with forced labor, like solar panels, it hurts American workers. I worked with @USER and @USER to keep these products out of America. I'll keep fighting to protect workers and uphold human rights. HTTPURL 2:17
HTTPURL",1,,,1,
2837752,"The UN has confirmed that China is perpetrating human rights abuses against the Uyghur people. I’m glad we took bipartisan action last year to hold China accountable for these crimes, and I will work with my colleagues to stand up against these abuses.
HTTPURL",,,,1,
1018144,"#LiuXiaobo devoted his life to fighting for human rights and democracy in China. Although sorrow over his death continues to be felt in China and around the world, we will use this anniversary to recommit to this struggle for our shared vision and values. HTTPURL",,,,1,
2511548,Nancy Pelosi has fought for human rights in China for decades. These sycophants couldn’t be found when Donald Trump told the General Secretary of the Chinese Communist Party that building concentration camps in Xinjiang was “exactly the right thing to do” HTTPURL,,,,1,
1670676,"Trump says “I don’t care what anybody says” when intel agencies disclosed Russia is interfering in our election to hurt Biden. Of course he doesn’t. He has solicited foreign help again and again. From Russia, Ukraine and China. He doesn’t care about our democracy. Only himself.",,,,,
1280242,"Congratulations to Taiwan’s President Tsai on her re-election. This election demonstrates that Taiwan’s democracy is strong and resilient, even amidst difficult times.",,,,1,
2795019,"If anyone has been at the forefront of the fight for human rights in China—it's @USER. The Chinese communist party won't dictate the actions of our leaders, and as one of the highest-ranked elected officials in our nation, I trust Speaker Pelosi to do as she sees fit. HTTPURL",,,,1,
1135853,The brave #HongKongProtesters are fighting for the lives so of course trump remains cowardly silent to appease the Chinese communist party and makes the protests about himself. What a disgrace. HTTPURL,,,,1,
2486843,"RT @USER Meeks, McCaul, Malinowski, Wagner, Bera, Chabot, Castro, Waltz on recent statements made by Olympics officials pertaining to limitations on athletes’ freedom to speak during this year’s games in Beijing: HTTPURL",,,,1,
883745,"We need to 1) demonstrate that western democracies can solve the problems our citizens care most about – health care, education, infrastructure, jobs, and the economy, 2) invest in RandD, 3) innovate ourselves to compete economically with China.",1,,1,,
1671383,RT @USER “We want to take care of our workers...It wasn’t their fault. It was China’s fault.” - Trump 21 million Americans aren’t out of work because of China. They’re out of work because Trump’s White House looked the other way and wished for magic when the coronavirus began spreading.,1,,,,
2133488,"My @USER colleagues and I are calling on the @USER to block polysilicon products made with forced labor in Xinjiang, China from entering America. We must take bold action to uphold our laws, protect American jobs and defend human rights. HTTPURL",1,,,1,
2032431,"RT @USER On March 6, GE-Savant officially moved production of the LED bulbs it makes for Walmart from Ohio to China. But folks in the Buckeye State (including @USER) are continuing to fight for the jobs lost by the decision. HTTPURL",1,,,,
2787713,"From China to India and in Europe, foreign governments are heavily investing in the production of semiconductor chips. The Chips and Science Act—which I helped pass the Senate today—will boost our manufacturing here at home, create jobs, and lower costs for families. HTTPURL",1,,1,,
2462621,My new bipartisan legislation will mend the supply chain and bring American jobs back from China. But Congress can only go so far and our big companies must carry the most weight and come home. HTTPURL,1,,,,
476598,"RT @USER It's easy to lose track of all of the dangerous decisions this administration makes. But today’s ""deal"" w/ ZTE is one of the worst. This Chinese state-run company is a known security threat. @USER is selling out Americans to save Chinese jobs.
HTTPURL",1,,1,,1
2039978,"“I was shouted at and harassed by [business name] cashier, workers, as well as customers at the store to get out of the store. They said, “You Chinese bring the virus here and you dare ask people to keep social distance guidelines.” (Cupertino, CA)",,,,,
2127186,"Washington slept on the job while Beijing moved to write the rules of the road from technology to trade. This bill is a comprehensive, bipartisan response to boost US innovation, competition, and security. But it has to be the start of our work, not the end. HTTPURL",1,,1,,1
3014144,"RT @USER :bullseye: Garamendi: Republicans grab at any straw to try to diminish the extraordinary success of this president. Look at the economy: record job creation, best unemployment since 1969. GOP criticism aims to harm Biden. Nobody talked about 3:China: #SpyBalloons under Trump—who did nothing 3x. HTTPURL",,,,,1
1462303,It is the responsibility of the President of the United States to protect and defend the American people. President Trump should never have counted on the Chinese government to do that. Mr. President – do your job! HTTPURL,,,,,
2514880,"With the help of my legislation in the #AmericaCOMPETESAct, we're finally ending our dangerous dependence on manufacturing from China and putting our workers first. HTTPURL",1,,,,1
837648,"Was interviewed today by @USER on @USER. Discussed Commerce Secretary Ross lying to me about the census citizenship question, the President’s recent veto, my efforts to honor the Chinese railroad workers who helped build the Transcontinental Railroad and other issues. HTTPURL",,,,,
960817,"The damage from Trump’s trade war w/ Mexico will go far beyond Corona and Avocados. Our auto workers will be punished and consumers will see vehicle costs go up &gt;$3,000. American workers and consumers can't afford Trump's two-front trade war with Mexico and China. HTTPURL",,,,,
1073038,"This President’s reckless, isolationist trade policy hurts consumers, workers, and our economy. When the President, without a clear strategy, furthers our trade war with China it leads to an array of negative economic consequences.",,,,,
2603336,"NEW: The Senate just passed essential legislation to create jobs, strengthen domestic manufacturing and boost U.S. competitiveness. There’s never been a more important time to show authoritarian regimes like China that U.S. leadership on the global stage is here to stay.",1,,1,,
1060171,"This administration’s reckless trade war is having a negative impact on job creation in America. We need a smart, sensible trade policy that holds China accountable and doesn’t hurt American workers, consumers, and families. HTTPURL",,,,,
379391,"With Vice Premier Liu He, I had an extensive discussion about how China's trade-distorting measures end up hurting American workers. I've long been skeptical of trade policy – both at home and abroad – that caters to big corporations instead of working families.",1,1,,,
333284,"RT @USER And how can Jared Kushner effectively do his job now? How can he manage his policy portfolio, which includes the Middle East and China, with limited access to US intelligence? I've previously said that he should be terminated, and that seems much clearer today.",,,,,
463810,"China is unfairly dumping cheap steel and aluminum onto global markets, but Trump Admin's decision to impose new tariffs on allies continues pattern of focusing on wrong target for wrong reasons. These actions hurt American businesses, workers, and consumers. HTTPURL",1,1,,,
3006434,China and others are building markets on the African continent and the U.S. is being left behind. This bill will help us build economic ties with African nations and our neighbors in Latin America and the Caribbean to meet the strong demand for American products and create jobs at home. HTTPURL,,,,,
948722,This is the fifth time in a row that the Trump administration has refused to label China a currency manipulator. I hope this does not portend the administration backing off on Huawei or trade. It would be a tragedy for American workers if they did. HTTPURL,1,1,,,
472869,The Trump #ChinaFirst policy strikes again. Cuts a deal with ZTE to save Chinese jobs and gets nothing for our economy or New Jersey. He’s tougher on Canada than he is on Chinese currency manipulation and billions of dollars of intellectual property theft. Makes you wonder why… HTTPURL,,,,,
2524023,"American workers are the foundation of the world's largest and most innovative economy. When given a level playing field, they outcompete the world. Yet non-market economies like China manipulate and rig the rules, breaking trade laws and undermining our workers in the process.",1,1,,,
148875,Too many American auto #jobs have already been lost overseas. @USER’s plan will ship more to China. HTTPURL,1,,,,
452714,"Proud to support your amendment in the Banking Committee, @USER. China’s ZTE violated U.S. sanctions against Iran and North Korea. This Administration is trading our national security for an empty trade deal that will only benefit Chinese workers. HTTPURL",,,,,1
2852996,"Taiwan is a free and open society and a long-term partner for the United States. I am committed strengthening our relationship, advancing mutual trade goals, and promoting innovation and economic growth for our workers and businesses. HTTPURL",,,,,
1072585,China’s resumption of auto tariffs puts thousands of SC auto jobs at risk. The president must end his trade war and work with our allies to address concerns with China responsibly. HTTPURL,,,,,
2208919,"The @USER are quietly planning to close a Minnesota factory they own, lay off American workers and outsource the jobs to China. They were hoping to keep this quiet so we wouldn't object. Let's prove them wrong. Tell the MLB to #StopOutsourcing.",1,,,,
1799339,RT @USER Donald Trump launched a trade war with China to lift US manufacturing and curb factory job outsourcing. Neither happened. With ⁦@USER⁩ HTTPURL,,,,,
3014428,RT @USER For all the John Wayne republicans in Congress talking tough about China today: please point me to your statements condemning donald trump when he sold out Hong Kong to kiss the rear end of China’s dictator or when trump thanked China for covid. HTTPURL,,,,,
2134798,"As our global competitors—including the Chinese government—are making significant investments in research and development, we must act to boost our economic competitiveness. Proud to help pass this bill to ensure Michigan stays at the cutting-edge of manufacturing and innovation. HTTPURL",,,,,
3013420,"The Chinese government’s incursion into our airspace is unacceptable and we need to treat it as such. I’m glad we shot it down now that there’s no risk of civilian casualties, but there need to be consequences for the CCP beyond the postponement of @USER’s trip to Beijing. 1/",,,,,1
1361330,"RT @USER On 28 February, @USER raised the risk assessment for the #COVID19 outbreak to “very high” globally, based on the spread of the new #coronavirus and countries’ capacity to respond.
The risk within #China remained unchanged as ""very high.""",,,,,
1017770,"If you know a WWII Chinese American veteran, please encourage them to apply to receive their medal through the Chinese American Citizens Alliance at HTTPURL",,,,,
2024181,"Next month, the Senate will take up legislation to enable the U.S. to compete with China economically. Here are two bills to do just that
:backhand_index_pointing_right: Innovation Centers Acceleration Act :backhand_index_pointing_right: National Manufacturing Guard Act",,,,,
2028512,.@USER and I are leading a bipartisan effort expressing concern that @USER may modify its assumptions regarding the transmission of COVID via food and food packaging at the urging of the Chinese govt. We must ensure WHO guidance remains supported by fact. Read our letter: HTTPURL These claims undermine confidence in the safety of our nation's food supply. @USER and I led a letter calling for an investigation: HTTPURL,,,,,
1331689,"I’m glad the DOJ has moved to formally indict the Chinese intelligence officers associated with the hack of Equifax. For years, the Chinese government has targeted western commercial firms. HTTPURL",,,,,1
1948140,"RT @USER NEW: The @USER team investigating the origins of COVID-19 in China gave an update overnight. The team says it's unlikely that the coronavirus leaked from a Chinese lab. A closer look at what they call the ""likely"" pathways in the video below. #KOMONews HTTPURL",,,,,
2736648,"This morning, it was a great honor to join leaders from Tibet and around the world for the 8th World Parliamentarians’ Convention on Tibet, reaffirming the United States’ commitment to the Tibetan people. HTTPURL",,,,1,
2530875,"RT @USER Writer #EhtemOmer was given a 20 year sentence for sending money to his nephew in #Egypt, as #Uyghurs and others with family living outside China were often targeted for detention. Local authorities burned his books because they contained “separatist content.” #OlympicPrisoner HTTPURL",,,,,
1575518,"Watching this developing story with concern. The loss of life, including as many as 20 Indian soldiers, is tragic. I urge both China and India to exercise restraint and find ways to deescalate the situation. HTTPURL",,,,,
1141883,Was a profound honor today to speak to the Chinese Consolidated Benevolent Association at a reception on the 108th anniversary of the founding of the Republic of China. HTTPURL,,,,,
2566912,"Total BS. Communist China knows exactly what they're doing by playing footsie with Russia as they continue their all-out invasion of Ukraine. We're making a big mistake if we don't recognize that and hold them accountable for it. HTTPURL
HTTPURL",,,,,1
3064501,"I asked @USER to cut through the lie that we cannot extend the solvency of Medicare by decades closing tax loopholes exploited by the wealthiest few, and the Global Minimum Tax agreement on multinational profits somehow helps China. I wish more folks could hear her answer: HTTPURL",,,,,
2510065,"TW: mental health and suicide. To prevent suicide, it cannot be a taboo topic. We need to be able to talk about it, and we need to take federal action to address our nation’s youth mental health crisis. HTTPURL",,,,,
1968952,"To compete with China from a position of strength, we must work in lock step with our democratic allies and partners across the world. More in @USER: HTTPURL",,,,,
1075997,RT @USER Chairs ask whether #WorldBank funding possible 'crimes against humanity' in #Xinjiang #Uyghur Autonomous Region. HTTPURL,,,,1,
1799795,"RT @USER Glasses on- it’s time to get down to business. TODAY @ 5pm EST I am talking w/ @USER via Livestream about #WhatsAtStake for America’s health care and fighting the SCOTUS nomination process from the Republicans. You can watch us on @USER FB, TW, or Youtube. HTTPURL",,,,,
2666653,"RT @USER No mother should be separated from her child on Mother’s Day because of China’s genocide. Yet Ziba Murat is again spending the day w/out her mother, Dr. Gulshan Abbas, one of countless Uyghur mothers abducted by the CCP. Her release, and that of all Uyghurs, is long overdue. HTTPURL",,,,1,
1858286,"Fluent in Mandarin and experienced in China enforcement, she will be ready on day one to address our many challenges with China. And, as the first woman of color and the first Asian American, her appointment as Ambassador is historic.",,,,,
527477,The European Union helps extend American political and economic influence around the world. These countries are democracies that share our values and share common interests when it comes to Russia and China.,,,,,
1332543,It is disappointing that despite a lot of rhetoric President Trump’s recent agreement with China does nothing to address this specific issue.,,,,,
2603294,The Senate just passed a bipartisan bill to reinvigorate the American innovation and manufacturing that made us a global powerhouse. We can’t let China eclipse the U.S. as the world’s economic engine.,1,,1,,
3095105,"Congressman Kim joined @USER @USER to talk about his goals on the China Select Committee, aims for the @USER, and how bipartisanship can help us confront our biggest challenges.
HTTPURL",,,,,
2391367,"RT @USER Our infrastructure used to be rated the best in the world. Now, we rank 13th. We’re about to turn things around. Because of the Bipartisan Infrastructure Deal, next year will be the first year in 20 years where America’s infrastructure investments will grow faster than China.",,,,,
2038177,"Today I joined hundreds of people in Tacoma who showed up to stand in solidarity with the AAPI community and to stand up against anti-Asian hate. Many thanks to all who attended and to the YWCA, APCC, and the Chinese Reconciliation Project Foundation for hosting such a powerful event HTTPURL",,,,,
1991482,"This is about half a mile from the Capitol. Armed camp. It still stuns me that the lethal danger here is not ISIS, or the Chinese or the North Koreans. It’s fellow Americans dedicated to an obvious lie promoted by an authoritarian. HTTPURL",,,,,
1396337,Attacking the press and stifling accurate coverage of the Chinese Communist Party’s failings while the world is distracted by a pandemic is a deeply cynical move and shows you exactly what kind of regime President Xi is running. HTTPURL,,,,1,
1836479,Apple has too much power. It's shameful that Apple would abuse that power by interfering in a bill to help stop forced labor in China. The Senate should resist pressure by giant companies to water it down. HTTPURL,,,,1,
3157857,"As the @USER prepares for the 76th World Health Assembly, @USER should extend an invitation to Taiwan, which contributed so much during the pandemic. Public health crises do not recognize int’l borders and we must broaden the global health security network. #LetTaiwanHelp",,,,,
2798747,"As co-chairs of the Congressional Taiwan Caucus, we commend @USER on her trip to Taiwan, where she reaffirmed America’s support for Taiwan’s sovereignty and democracy against the backdrop of increasingly aggressive threats and behavior from China. Our full statement: HTTPURL",,,,,
585866,"The #tradewar w/ China is impacting ND. @USER reports that there have been no bids for soybeans ND farmers normally export to China, which will directly impact their livelihoods. Story says 75% of soybeans from ND are shipped out of the Pacific Northwest and delivered to China. HTTPURL",,,,,
2190446,"The Chinese government is committing horrific human rights abuses against Uyghurs — we must hold them accountable. This bipartisan bill is a critical step toward doing that by ensuring that products made with forced labor do not end up in American stores.
HTTPURL",,,,1,
2062225,"RT @USER President Biden puts his stamp on foreign policy: he’s ending America’s 20-year war in Afghanistan, imposing new sanctions on Russia, and promising to stand up to China. House Foreign Affairs member @USER will join me to discuss at 8aE Sunday on @USER HTTPURL",,,,,
18206,"Trump must present a comprehensive plan - using sanctions, diplomacy and credible military capability to deter North Korea and engage China.",,,,,
3191095,"The Intel Committee just unanimously passed the Intelligence Authorization Act. This is a strong, bipartisan bill that addresses many of our most pressing priorities – from our economic competition with China to reforming the security classification system.",,,,,
2024730,"My Innovation Centers Acceleration Act with @USER will reimagine how we invest in economic development and innovation in American cities. This is the kind of forward-thinking we need to help us compete with countries like China on the world stage. HTTPURL
:backhand_index_pointing_right: Innovation Centers Acceleration Act :backhand_index_pointing_right: National Manufacturing Guard Act",,,,,
1847252,The US and global community must condemn the sentencing of these brave activists for simply exercising their rights. We must #StandwithHongKong against China’s increasingly brazen campaign threatening the sovereignty of Hong Kong and its democratic freedoms. HTTPURL,,,,1,
2606074,RT @USER The @USER says we need at least 355 battle force ships to counter future threats from China and Russia. @USER’s budget takes a step backward – decommissioning 24 while building just 8 new ones. This puts us on track to a SMALLER Navy fleet over the next 5 years. Illogical. HTTPURL,,,,,
476646,RT @USER This week started with @USER boosting a Chinese company identified as a national security threat to the U.S. It ended with him standing up for Russia and alienating our allies at the G7. #MAGA,,,,,1
2306328,"The #FY22NDAA also strengthens our abilities to confront growing threats facing our nation at home and abroad: improving deterrence against cyberattacks, addressing strategic challenges posed by China, combatting climate change, and reinvigorating our global alliances.",,,,,1
424436,"RT @USER Yesterday, while China announced they were no longer buying soybeans from the U.S. due to Trump’s reckless trade war, I was literally planting soybeans with our Illinois farmers that depend on foreign markets. HTTPURL",,,,,
2732334,"We need to stop relying on China for the rare earth minerals used in our defense systems. It’s a serious national security risk. I have legislation to fix this by strengthening our supply chain of rare earths here in the U.S.
HTTPURL",,,,,
622322,"As our farmers receive checks from @USER to compensate them for a disastrous trade war with China, America's fishermen are still left behind. Hoping Congress will move my bill to provide them with the funding they need to keep afloat. HTTPURL",,,,,
2807400,"@USER @USER @USER @USER @USER In order to compete with China, we need to nation build here at home. Today, @USER signed the #CHIPSandScience Act, which will help power the next wave of tech and tech workers. Next: @USER needs to award @USER funding for green and tech jobs in Buffalo and WNY.",,,,,
1074093,"Trump’s reckless trade war w/ China is hurting businesses, farmers, and workers in the San Fernando Valley and across America. He might not realize this or he simply doesn't care, but his irresponsible trade policies are squeezing American manufacturers. HTTPURL",,,,,
2496129,"A threat to democracy anywhere in the world, is a threat to democracy here at home. It's not just Russia — it's China and others who are hell-bent on stifling the will of the people. We must stand firm. HTTPURL",,,,1,
3176100,"Tragically, the CCP has only accelerated its campaign of atrocities: jailing dissidents who dare to speak out, committing genocide against the Uyghur community, intimidating the people of Tibet, undermining democratic freedoms in Hong Kong, threatening Democracy in Taiwan and more.",,,,1,
1250146,"RT @USER The misconduct continues: Just two months ago, Trump on the White House lawn requested China and Ukraine investigate the Bidens. Just this week, Rudy Giuliani went to the White House to brief Trump after his trip to Ukraine. This is an ongoing threat to our democracy. HTTPURL",,,,,
2803228,"The U.S. stands firm in its support of Taiwan. The People’s Republic of China must cease all military action, including reported missile launches that have crossed over the island and contributed to the continuing threat against Taiwan’s territorial sovereignty and freedom.",,,,,1
1275313,"Moving forward, the @USER has many recommendations to better promote human rights in China, Hong Kong, Xinjiang, and Tibet. I will continue to work to advance these initiatives in the new year.",,,,1,
2328681,The United States must support and defend the people of Taiwan in the face of Chinese military aggression. We cannot allow Beijing to dominate the region through intimidation. HTTPURL,,,,,1
2205713,"Now confirmed: MLB-owned baseball gear producer is closing Minnesota facility, moving manufacturing jobs to China. I’m not going to let them quietly move forward with this. They need to keep those jobs in Minnesota.",1,,,,
521581,"Today I met w/ the ND Soybean Growers Association and discussed the impact of the administration’s trade war on ND farmers. Soybeans are a bright spot for ND farmers, but the value their crop this year and beyond is at risk because of the trade war w/ China—their largest customer. HTTPURL",,,,,
1169395,"Trump’s trade war with China is not working for #MadeinWI manufacturing. It has caused chaos, uncertainty and layoffs. Wisconsin needs @USER to deliver results. HTTPURL",,,,,
3015729,Thank you @USER for an important conversation on protecting our digital national security. Countries like China and Russia continue to pose a threat to our cybersecurity. We must protect ourselves by increasing our focus on cybersecurity and the workforce dedicated to it. HTTPURL,,,,,1
